posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
907,770d256b-7d88-480e-9c1a-4b790412db06,598210,API,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7925614091811013,79.26,1,1,Alta,Contato comercial imediato
908,547e5d53-aac2-41d9-b370-a589730b5360,621344,API,Tráfego Direto,SMS Enviado,Não informado,Profissional Empregado,Não informado,0.792224528398956,79.22,1,1,Alta,Contato comercial imediato
909,11af6b3a-4844-46d1-a61a-0477eba512bb,591215,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Profissional Empregado,Mumbai,0.7916799533611928,79.17,1,1,Alta,Contato comercial imediato
910,551f8c98-65cd-46f3-ae1f-77eef6fe9834,628482,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão de Operações,Desempregado,Mumbai,0.7914751477926012,79.15,1,1,Alta,Contato comercial imediato
911,b78b3747-b97f-49ea-a34a-c5b6fdac5aec,595075,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Profissional Empregado,Thane e Arredores,0.7914246683936451,79.14,1,1,Alta,Contato comercial imediato
912,e6f75b33-d5a4-4971-a4fa-07d70dc4c706,638764,Envio por Landing Page,Google,SMS Enviado,Gestão de Operações,Profissional Empregado,Mumbai,0.7914011526044681,79.14,1,1,Alta,Contato comercial imediato
913,dcfeff2a-9cc8-460a-8db0-00da20a1bc9b,650389,Envio por Landing Page,Google,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Thane e Arredores,0.7912569803299456,79.13,1,1,Alta,Contato comercial imediato
914,92b27be3-3150-4604-b38a-ab0077a9bbe2,582296,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Profissional Empregado,Outras Cidades Metropolitanas,0.7912263220916382,79.12,1,1,Alta,Contato comercial imediato
915,3a638ceb-4ab0-4ba5-b843-d25047253f11,619246,Envio por Landing Page,Google,SMS Enviado,Gestão de Operações,Profissional Empregado,Mumbai,0.7910167964526764,79.1,1,1,Alta,Contato comercial imediato
916,e8d830e1-5e6a-4d69-818e-ed73cc47c82f,614924,Envio por Landing Page,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.7907354275420936,79.07,1,1,Alta,Contato comercial imediato
917,849237d2-a8ae-4338-bcaa-5c1779f5b221,582605,Envio por Landing Page,Google,E-mail Aberto,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7904444553630359,79.04,1,1,Alta,Contato comercial imediato
918,00211c7a-7823-4fa8-8765-8f3d8e113f4e,621555,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão Financeira,Profissional Empregado,Cidades Tier II,0.7900792026967619,79.01,1,1,Alta,Contato comercial imediato
919,2c7a9f29-25da-4729-a4a3-fc5583ca1cd7,652227,API,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Mumbai,0.7900687779444704,79.01,1,1,Alta,Contato comercial imediato
920,574a578c-3aa3-42b7-a6d5-e057ba147875,603581,Formulário de Cadastro de Lead,Referência,Página Visitada no Site,Não informado,Desempregado,Não informado,0.7895820855063745,78.96,1,1,Alta,Contato comercial imediato
921,2fb6e6ad-8ce7-4e79-8e75-0eb40b40f025,616102,Envio por Landing Page,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Thane e Arredores,0.7891686449485569,78.92,1,1,Alta,Contato comercial imediato
922,5ee64c1c-1aa2-49d3-a0ee-c2a8eb99443a,586757,API,Google,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.78909134071653,78.91,1,1,Alta,Contato comercial imediato
923,c1b936d0-e5f9-40aa-b046-3ed795656549,593864,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7890667648017281,78.91,1,1,Alta,Contato comercial imediato
924,91c54138-bd1c-4890-b7f5-8773418b18f8,620517,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7890667648017281,78.91,1,1,Alta,Contato comercial imediato
925,8407dc0c-73a8-4e89-9c2a-4f9fb8ca1a4a,606560,API,Chat Olark,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7890667648017281,78.91,1,1,Alta,Contato comercial imediato
926,48af1f76-3059-4848-9dd2-d787a77285e9,650291,API,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Não informado,0.7888509658780203,78.89,1,1,Alta,Contato comercial imediato
927,4c5aa175-6966-459d-8b2d-610f245a1284,629602,API,Google,SMS Enviado,Não informado,Profissional Empregado,Não informado,0.7887100816562621,78.87,1,1,Alta,Contato comercial imediato
928,dc59e95d-0d93-4092-999b-f6e7db64a23c,629651,Envio por Landing Page,Google,SMS Enviado,Gestão Financeira,Profissional Empregado,Mumbai,0.7886965463664495,78.87,1,1,Alta,Contato comercial imediato
929,bd801a3f-359a-4533-ab22-bd2acb85fd88,581016,Envio por Landing Page,Busca Orgânica,Link do E-mail Clicado,Gestão de Operações,Profissional Empregado,Mumbai,0.7880740140469641,78.81,1,1,Alta,Contato comercial imediato
930,b6a8ef9d-16ae-40e0-9aab-b648aa144efd,635012,API,Google,SMS Enviado,Não informado,Profissional Empregado,Não informado,0.787864264351191,78.79,1,1,Alta,Contato comercial imediato
931,93a82db1-b2b8-4dff-a204-e017908341c1,636241,API,Google,SMS Enviado,Não informado,Profissional Empregado,Não informado,0.787864264351191,78.79,1,1,Alta,Contato comercial imediato
932,024257f9-1c88-4e5b-b02d-32bbbb9fedb5,649235,API,Google,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.7876593265716102,78.77,1,1,Alta,Contato comercial imediato
933,31ae03c9-dbb6-4919-9938-8ab0b7f47ba9,649980,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Hospitalidade,Profissional Empregado,Mumbai,0.7875720067107389,78.76,1,1,Alta,Contato comercial imediato
934,bf4a03bc-b747-45a6-a6b5-659afa3bf3ac,587853,Formulário de Cadastro de Lead,Site Welingak,Página Visitada no Site,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.7871542408640855,78.72,1,1,Alta,Contato comercial imediato
935,e98a7700-633b-43f8-a6f4-aeea6f5636d5,593516,API,Chat Olark,SMS Enviado,Gestão Financeira,Profissional Empregado,Não informado,0.7871391544969764,78.71,1,1,Alta,Contato comercial imediato
936,ceacb9fe-ffc6-42b4-84bd-e50421595cb7,591602,Envio por Landing Page,Google,SMS Enviado,Gestão de Marketing,Profissional Empregado,Thane e Arredores,0.7871128995073866,78.71,1,1,Alta,Contato comercial imediato
937,55537290-9985-4363-82af-08c75d838de4,583960,API,Chat Olark,Formulário Enviado no Site,Gestão de Operações,Profissional Empregado,Mumbai,0.7868068735124942,78.68,1,1,Alta,Contato comercial imediato
938,ebdc24a0-6d9d-4d26-81e4-8b864ef76a5f,590359,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Administração de Empresas,Profissional Empregado,Outras Cidades de Maharashtra,0.7867006545680192,78.67,1,1,Alta,Contato comercial imediato
939,e68e2ea2-3cad-4678-88bf-22979eebcd9e,653415,API,Google,Link do E-mail Clicado,Gestão de Operações,Profissional Empregado,Mumbai,0.7866934521193659,78.67,1,1,Alta,Contato comercial imediato
940,3ceae22d-ed88-4d66-9b50-3692dde7bad4,595852,API,Tráfego Direto,E-mail Aberto,Viagens e Turismo,Profissional Empregado,Thane e Arredores,0.7865361624363504,78.65,1,1,Alta,Contato comercial imediato
941,9e85441e-b71a-4656-9a52-9ccf4b0d80d5,641829,Envio por Landing Page,Google,SMS Enviado,Gestão de Marketing,Profissional Empregado,Thane e Arredores,0.7860959435772206,78.61,1,1,Alta,Contato comercial imediato
942,66cc8cf6-0689-4a1c-845a-aeaf9143650c,650851,API,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Não informado,0.7858949919723315,78.59,1,1,Alta,Contato comercial imediato
943,4dd2aaf1-987a-4292-bf83-6f6e80604794,608290,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.785848320967752,78.58,1,1,Alta,Contato comercial imediato
944,3c9ececf-6393-4002-adc0-032e4c6d37ed,649470,API,Google,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7856832658018535,78.57,1,1,Alta,Contato comercial imediato
945,1253283c-60bd-47a0-99a1-54e8bf31ac53,650165,API,Busca Orgânica,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.7855965487015311,78.56,1,1,Alta,Contato comercial imediato
946,c469db3f-f15c-45f5-8ee2-0fb857565d75,631122,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão em Saúde,Profissional Empregado,Outras Cidades de Maharashtra,0.7851308600449383,78.51,1,1,Alta,Contato comercial imediato
947,062d6201-d7b0-43a1-b153-92ba04ac1966,644750,API,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Não informado,0.7846775354165323,78.47,1,1,Alta,Contato comercial imediato
948,14c88bca-7e10-4b20-9834-62ddf5dd15a9,603673,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Outras Cidades Metropolitanas,0.7844912785669677,78.45,1,1,Alta,Contato comercial imediato
949,fddf75ec-40f6-4ca1-b561-466581866db2,619550,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Outras Cidades,0.7843316856082144,78.43,1,1,Alta,Contato comercial imediato
950,6a3fa5b3-195d-492e-b488-f463fb61ccae,637360,Envio por Landing Page,Google,SMS Enviado,Gestão de Operações,Profissional Empregado,Mumbai,0.7843087818183446,78.43,1,1,Alta,Contato comercial imediato
951,acea63c3-1bf4-4bd0-89ad-2053ee2b261e,589083,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Excelência em Serviços,Profissional Empregado,Mumbai,0.7843010055790741,78.43,1,1,Alta,Contato comercial imediato
952,9045bb1f-1862-4e57-af12-f64f3815e13b,594646,Envio por Landing Page,Google,E-mail Aberto,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.7842303527986821,78.42,1,1,Alta,Contato comercial imediato
953,dd47f628-de07-473f-b18e-c7ab1249201d,644723,API,Busca Orgânica,SMS Enviado,Viagens e Turismo,Profissional Empregado,Não informado,0.7836283824043826,78.36,1,1,Alta,Contato comercial imediato
954,6dbf1011-4366-419c-b323-c29159634871,646199,API,Google,E-mail Aberto,Gestão de Marketing,Profissional Empregado,Não informado,0.7834791293034733,78.35,1,1,Alta,Contato comercial imediato
955,54984c7c-a7a1-4720-a34d-55e0f6e6b5c8,637039,Envio por Landing Page,Google,SMS Enviado,Gestão Financeira,Profissional Empregado,Mumbai,0.782985227384874,78.3,1,1,Alta,Contato comercial imediato
956,6f2d660e-2b18-48bf-a482-23a84a610fc8,598748,Envio por Landing Page,Google,Página Visitada no Site,Gestão de Marketing,Profissional Empregado,Mumbai,0.7827724531253527,78.28,1,1,Alta,Contato comercial imediato
957,72bf64d4-df91-4a55-85ed-d11be0f76dae,640525,Envio por Landing Page,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Mumbai,0.7820632825379374,78.21,1,1,Alta,Contato comercial imediato
958,d7c90ef9-4eb6-4f01-8ff2-b4837aa84e95,606672,API,Busca Orgânica,SMS Enviado,Gestão de Operações,Profissional Empregado,Não informado,0.782057360058327,78.21,1,1,Alta,Contato comercial imediato
959,5e2630de-60da-457a-93a7-47f6e250daf1,603647,Formulário de Cadastro de Lead,Referência,E-mail Aberto,Gestão Financeira,Desempregado,Mumbai,0.7818053053300712,78.18,1,1,Alta,Contato comercial imediato
960,afdd0211-d3d8-4a29-a16f-3a499599ad89,623794,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.781536585221943,78.15,1,1,Alta,Contato comercial imediato
961,663b045f-a8d9-4b43-96d4-6e5182ddb4c2,585167,Envio por Landing Page,Google,Formulário Enviado no Site,Gestão de Recursos Humanos,Profissional Empregado,Cidades Tier II,0.7814908109042665,78.15,1,0,Alta,Contato comercial imediato
962,f0d1a9ba-eeba-4ccf-9ab0-8f89e4f0d5a9,586293,Envio por Landing Page,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Mumbai,0.7812793480802388,78.13,1,1,Alta,Contato comercial imediato
963,0fc8261c-6777-4ab1-9d7d-534fa750fc40,590388,Envio por Landing Page,Busca Orgânica,SMS Enviado,Mídia e Publicidade,Profissional Empregado,Outras Cidades,0.7811151567494024,78.11,1,1,Alta,Contato comercial imediato
964,b72dd2b4-1aee-44b4-ba13-c492220e3ce5,589223,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Profissional Empregado,Mumbai,0.7810683222702351,78.11,1,1,Alta,Contato comercial imediato
965,f60428c6-c566-4f2f-8a19-746c76c9260c,645009,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Profissional Empregado,Mumbai,0.7809736014495592,78.1,1,1,Alta,Contato comercial imediato
966,f81ecc96-5355-402d-9127-e908e3f24d60,636404,Envio por Landing Page,Google,SMS Enviado,Gestão de Operações,Profissional Empregado,Thane e Arredores,0.7807121929774327,78.07,1,1,Alta,Contato comercial imediato
967,abd3afd7-7f13-4111-9710-d84fe67c8888,615069,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
968,1f691d7c-ccdb-467c-9302-30e8af12688a,593374,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
969,f7aa46f0-2fe2-459a-8235-66e132910778,622280,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
970,c309cc6d-204f-4ac0-a766-7d326bd01218,637125,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
971,7ec55e1d-0868-4812-99ed-474f03ed35e8,604134,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
972,12a7df19-b6dd-4e53-abd7-3d869069189a,609475,Formulário de Cadastro de Lead,Não informado,SMS Enviado,Não informado,Desempregado,Não informado,0.7806645057148893,78.07,1,1,Alta,Contato comercial imediato
973,dd461e03-4da8-4e85-8eb1-a1f59249598b,589653,Envio por Landing Page,Google,Página Visitada no Site,Gestão de Operações,Profissional Empregado,Mumbai,0.7806339837705704,78.06,1,1,Alta,Contato comercial imediato
974,51857037-ee26-4e20-a188-336fd7557b18,581650,API,Busca Orgânica,E-mail Aberto,Gestão de Hospitalidade,Profissional Empregado,Não informado,0.7804588859475303,78.05,1,1,Alta,Contato comercial imediato
975,ab4feaac-ebb4-4c35-b88d-d8b91319bfb9,606702,API,Google,E-mail Aberto,Gestão em Saúde,Profissional Empregado,Não informado,0.7801156849972736,78.01,1,1,Alta,Contato comercial imediato
976,30e192d3-0d28-4a7c-9bc6-cca2e72084c4,623207,API,Busca Orgânica,SMS Enviado,Mídia e Publicidade,Profissional Empregado,Não informado,0.779828937948485,77.98,1,1,Alta,Contato comercial imediato
977,7c4cf29c-5c1d-4a4b-a846-3553d73ef239,644702,API,Google,E-mail Aberto,Gestão em Saúde,Profissional Empregado,Não informado,0.779769485021147,77.98,1,1,Alta,Contato comercial imediato
978,06e22f01-45f1-4487-8248-73dfff94ad03,654170,Formulário de Cadastro de Lead,Referência,Link do E-mail Clicado,Negócios Digitais,Desempregado,Mumbai,0.7794815423689326,77.95,1,1,Alta,Contato comercial imediato
979,352b27c1-cc6d-4c11-9120-f09cecedc36d,586802,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7793831885318034,77.94,1,1,Alta,Contato comercial imediato
980,72c1717d-8ff0-44c7-af3a-cefec65f44d2,622822,Envio por Landing Page,Google,SMS Enviado,Gestão de Varejo,Profissional Empregado,Outras Cidades,0.7789470900208291,77.89,1,1,Alta,Contato comercial imediato
981,405e00c7-6091-4cee-bac7-6acc19923e00,594083,Envio por Landing Page,Busca Orgânica,SMS Enviado,Viagens e Turismo,Profissional Empregado,Outras Cidades Metropolitanas,0.7789374042289685,77.89,1,1,Alta,Contato comercial imediato
982,120b8625-5b67-4ab7-8150-c26658211237,652174,Envio por Landing Page,Google,Página Visitada no Site,Administração de Empresas,Profissional Empregado,Mumbai,0.778641566851207,77.86,1,1,Alta,Contato comercial imediato
983,482073ae-0a65-4ea6-9365-833dfa771711,605693,Envio por Landing Page,Google,E-mail Aberto,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7785576529574364,77.86,1,1,Alta,Contato comercial imediato
984,c23ab00b-c38c-46fe-889a-6d910cc943c4,600950,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
985,cd60f017-c77d-4311-ac6d-0186a7d2baac,585303,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
986,ee53b388-a93e-4be6-8734-7fabdadc6ddf,612836,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
987,4cd96674-37c4-4538-9fd4-f9a172b82b08,612869,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
988,85f7dbe9-b6d0-4cb9-bbf6-816a1340bf9a,607274,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
989,ea3fca0d-4ebb-49f5-8619-1ca84aaa3fbd,600944,API,Chat Olark,SMS Enviado,Gestão de Marketing,Profissional Empregado,Não informado,0.7764362378609914,77.64,1,1,Alta,Contato comercial imediato
990,d38e35a3-265b-4bfd-a2f4-c261da204ef2,621026,API,Google,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7754138118445243,77.54,1,1,Alta,Contato comercial imediato
991,7bd40976-4c70-4348-aa1b-70bbda117e5a,606643,Envio por Landing Page,Busca Orgânica,SMS Enviado,Administração de Empresas,Profissional Empregado,Thane e Arredores,0.7751179418184597,77.51,1,1,Alta,Contato comercial imediato
992,6011ef84-855a-46a9-839d-577f9f5cc2be,589789,Envio por Landing Page,Busca Orgânica,Página Visitada no Site,Gestão Financeira,Profissional Empregado,Thane e Arredores,0.7751170365745317,77.51,1,1,Alta,Contato comercial imediato
993,cef16ebf-ab9e-49b7-a9a0-b663f9fa4b09,598425,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Administração de Empresas,Profissional Empregado,Mumbai,0.7750608711954595,77.51,1,1,Alta,Contato comercial imediato
994,7ab84995-e818-4494-be42-38a739f03893,635018,API,Google,Página Visitada no Site,Administração de Empresas,Profissional Empregado,Não informado,0.7748722022771591,77.49,1,1,Alta,Contato comercial imediato
995,99490730-2753-4e3f-9051-f982baa88bb5,611640,API,Chat Olark,SMS Enviado,Gestão de Projetos de TI,Profissional Empregado,Não informado,0.7741056165476633,77.41,1,1,Alta,Contato comercial imediato
996,8f3ae9a7-1397-493b-a5f8-281bf10d0a59,644642,API,Chat Olark,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Thane e Arredores,0.7739902335847094,77.4,1,1,Alta,Contato comercial imediato
997,2f9289af-623a-4e67-a47e-afe992f5140c,582125,API,Chat Olark,SMS Enviado,"Bancos, Investimentos e Seguros",Profissional Empregado,Não informado,0.7734405087744319,77.34,1,1,Alta,Contato comercial imediato
998,ec6e214f-aca3-46d8-8dc5-600fca41ea0f,606760,API,Chat Olark,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Não informado,0.7727121455797765,77.27,1,1,Alta,Contato comercial imediato
999,e362098b-08b2-41fb-911f-842f0fdbb28b,612469,API,Chat Olark,SMS Enviado,Gestão da Cadeia de Suprimentos,Profissional Empregado,Não informado,0.7727121455797765,77.27,1,1,Alta,Contato comercial imediato
1000,95083951-7aa0-4b4b-88a5-ae9425259af6,621078,Formulário de Cadastro de Lead,Site Welingak,SMS Enviado,Não informado,Desempregado,Não informado,0.772400967525392,77.24,1,1,Alta,Contato comercial imediato
1001,a53c3703-dbf9-4bdd-8276-cc091ba1e45e,635850,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Profissional Empregado,Mumbai,0.7719148807914599,77.19,1,1,Alta,Contato comercial imediato
1002,8ff353ab-1207-4608-a8cc-8172ea7c12eb,636860,Formulário de Cadastro de Lead,Site Welingak,E-mail Aberto,Gestão de Recursos Humanos,Desempregado,Mumbai,0.7717938252990197,77.18,1,1,Alta,Contato comercial imediato
1003,292178c7-d5fa-4a05-9b94-d0189dfc75d9,657033,API,Google,Página Visitada no Site,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.7711855985598622,77.12,1,1,Alta,Contato comercial imediato
1004,350c5203-11cc-49ab-93a5-2ff15076acbc,623340,API,Google,Página Visitada no Site,Gestão de Recursos Humanos,Profissional Empregado,Não informado,0.7710426351619148,77.1,1,1,Alta,Contato comercial imediato
1005,8938006a-84c8-439a-a2c0-c3cb2e235276,645538,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Administração de Empresas,Profissional Empregado,Mumbai,0.770847195614181,77.08,1,1,Alta,Contato comercial imediato
1006,09461af2-1913-4ade-8d3e-87005d0b5b4b,634627,Envio por Landing Page,Busca Orgânica,SMS Enviado,Negócios Internacionais,Profissional Empregado,Outras Cidades de Maharashtra,0.7700082773838336,77.0,1,1,Alta,Contato comercial imediato
1007,649caa1e-3042-45e3-9eda-abf5354bb2a3,633476,Envio por Landing Page,Google,Página Visitada no Site,Gestão de Hospitalidade,Profissional Empregado,Mumbai,0.769830697552342,76.98,1,1,Alta,Contato comercial imediato
1008,6836d63b-3b70-4960-9ee6-825eaaec46f5,635362,Envio por Landing Page,Google,Página Visitada no Site,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7698268504462712,76.98,1,1,Alta,Contato comercial imediato
1009,c0abb011-77e7-44ce-9a31-df872d570782,634915,Envio por Landing Page,Tráfego Direto,SMS Enviado,Mídia e Publicidade,Profissional Empregado,Mumbai,0.7698096522790712,76.98,1,1,Alta,Contato comercial imediato
1010,eff492d9-4b36-445a-9f55-b68fe533d3e5,657905,Envio por Landing Page,Google,E-mail Aberto,Gestão de Operações,Profissional Empregado,Thane e Arredores,0.7696137378601479,76.96,1,1,Alta,Contato comercial imediato
1011,d7097804-22b1-4869-97f1-49eff52c2888,655423,Envio por Landing Page,Google,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7694074799410846,76.94,1,1,Alta,Contato comercial imediato
1012,91301a80-7501-45b4-b91a-1837c2547b21,644885,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão da Cadeia de Suprimentos,Profissional Empregado,Mumbai,0.7693663365571384,76.94,1,1,Alta,Contato comercial imediato
1013,1b8d7177-09d7-428f-9e91-237ebe5e8619,585892,Envio por Landing Page,Tráfego Direto,Teve Conversa por Telefone,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7687846332506976,76.88,1,1,Alta,Contato comercial imediato
1014,0a4bf660-9950-4545-abf4-5c33b789c667,646068,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Mídia e Publicidade,Profissional Empregado,Mumbai,0.7685613902512296,76.86,1,1,Alta,Contato comercial imediato
1015,39e9a1e3-f5a0-44c8-858b-12bf63f4c9b2,600775,API,Google,Página Visitada no Site,Gestão de Marketing,Profissional Empregado,Não informado,0.7685330546833952,76.85,1,1,Alta,Contato comercial imediato
1016,f755761c-1c67-43c6-b206-b531ba0ebdf0,594523,Envio por Landing Page,Google,E-mail Aberto,Gestão Financeira,Profissional Empregado,Mumbai,0.7684568868745135,76.85,1,1,Alta,Contato comercial imediato
1017,4b3a075d-6cfc-4cb3-bd11-8621b20906b6,644144,Envio por Landing Page,Google,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7681982463226682,76.82,1,0,Alta,Contato comercial imediato
1018,ff0303ef-71c1-48be-99f3-2ca6a6df0cde,601729,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Administração de Empresas,Profissional Empregado,Mumbai,0.7671137498496386,76.71,1,1,Alta,Contato comercial imediato
1019,f6e528f6-fc62-4f31-a398-03c0c879f2fd,628949,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Profissional Empregado,Outras Cidades de Maharashtra,0.7664085329755786,76.64,1,1,Alta,Contato comercial imediato
1020,479d1e0c-eb8b-41cc-aa21-790987422c58,612006,Envio por Landing Page,Tráfego Direto,SMS Enviado,E-commerce,Profissional Empregado,Mumbai,0.7663273831113934,76.63,1,1,Alta,Contato comercial imediato
1021,7e2819e8-97f0-416b-bcb6-45ef14f0e11a,593962,Formulário de Cadastro de Lead,Site Welingak,E-mail Aberto,Gestão de Operações,Desempregado,Thane e Arredores,0.7662933289479722,76.63,1,1,Alta,Contato comercial imediato
1022,04eaee87-07f0-44d6-aa38-328955d30a20,618838,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7658620268722237,76.59,1,1,Alta,Contato comercial imediato
1023,bcd6ae64-c2ba-4642-89e7-65c82cfabd2d,645472,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7657671634562093,76.58,1,1,Alta,Contato comercial imediato
1024,d4bf272e-cebe-4c43-9be4-0dedbdd5c474,592667,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Profissional Empregado,Mumbai,0.7648241741927749,76.48,1,1,Alta,Contato comercial imediato
1025,13e3716d-528a-4e90-a441-51ab1d0184d1,602484,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Recursos Humanos,Profissional Empregado,Mumbai,0.7647513213193505,76.48,1,1,Alta,Contato comercial imediato
1026,09128f4a-73a1-4ec1-96b7-1e85a3740dba,612680,API,Google,SMS Enviado,Gestão Financeira,Profissional Empregado,Não informado,0.7641402822210359,76.41,1,1,Alta,Contato comercial imediato
1027,97539c0f-63ac-4687-aaac-3ca7df14040a,589846,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Profissional Empregado,Mumbai,0.7632965888791337,76.33,1,1,Alta,Contato comercial imediato
1028,1e77a06b-2b14-4845-8bb3-ca01464c1780,582097,Envio por Landing Page,Tráfego Direto,Link do E-mail Clicado,Gestão de Marketing,Profissional Empregado,Mumbai,0.7629779301015107,76.3,1,0,Alta,Contato comercial imediato
1029,430cc47a-70b5-46cd-8f13-f9547acacea7,606187,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Profissional Empregado,Mumbai,0.7628209074157772,76.28,1,1,Alta,Contato comercial imediato
1030,01eabd68-22d7-42ec-baa4-dd613b4e88bd,583729,Envio por Landing Page,Tráfego Direto,E-mail Aberto,"Bancos, Investimentos e Seguros",Profissional Empregado,Thane e Arredores,0.7626520224617188,76.27,1,1,Alta,Contato comercial imediato
